brandLabel,productLabel,industryLabel,countryLabel
Uib Gmbh,Open Pc Server Integration,Software Industry,Germany
Uic Gmbh,Molecular Distillation,Mechanical Engineering,Germany
Uic Gmbh,Short Path Distillation,Chemical Engineering,Germany
Uic Gmbh,Thin-Film Evaporator,Process Engineering,Germany
Uitgekookt,Ready To Use,Food Delivery Service,Netherlands
Ukiecarbon,Carbon-Fiber-Reinforced Polymer,Automotive Industry,United States
Ukrainian Automobile Corporation,Car,Automotive Industry,Ukraine
Ukrhydroenergo,Electric Power,Hydropower,Ukraine
Ukrsotsbank,Retail Banking,Commercial Bank,Ukraine
Ukrspecsystems,Unmanned Combat Aerial Vehicle,Arms Industry,Ukraine
Ul-Jih,Homebuilt Aircraft,Aerospace,Czech Republic
Ulead Systems,Software,Software Industry,Taiwan
Uline,Box,Wholesale,United States
Ulma Construction,Beam,Construction,Spain
Ulma Construction,Centring,Construction,Spain
Ulma Construction,Formwork,Construction,Spain
Ulma Construction,Scaffold,Construction,Spain
Ulrich Medical,Contrast Media Injector,Medical Technology Industry,Germany
Ulrich Medical,Spinal Implant,Medical Technology Industry,Germany
Ultimaker,3D Printer,Software Industry,Netherlands
Ultimaker,Cura,Manufacturing Industry,Netherlands
Ultimaker,Software,Software Industry,Netherlands
Ultimate Electronics,Consumer Electronics,Retail,United States
Ultra Diamonds,Jewelry,Retail,United States
Ultrabac,Q64854331,Software Industry,United States
Ultrapar,Fuel,Petroleum Industry,Brazil
Ulybka Radugi,Cosmetics,Retail,Russia
Ulybka Radugi,Household Chemicals,Retail,Russia
Ulysse Nardin,Watch,Horology,Switzerland
Ulyz,Inflatable Boat,Shipbuilding,Belgium
Ulyz,Rigid Inflatable Boat,Boat Building,Belgium
Umbro,Association Football Kit,Textile Industry,United Kingdom
Umbro,Rugby Union Kit,Sports Industry,United Kingdom
Umma Bank,Financial Services,Finance,Libya
Umniah,Mobile Telephony,Telecommunications,Jordan
Undead Labs,State Of Decay,Video Game Industry,United States
Under Armour,Aasa,Clothing Industry,United States
Undercover,Clothing,Clothing Industry,Japan
Underground Contenidos,Television Series,Television,Argentina
Undurraga Winery,Wine,Winemaking,Chile
Une Image Pour Rêver,Photograph,Photography,France
Unefón Icr,Mobile Telephony,Mobile Phone Industry,Mexico
Unex,Bucket-Wheel Excavator,Industrial Manufacturing,Czech Republic
Unex,Mining Equipment,Industrial Manufacturing,Czech Republic
Unex,Steel Casting,Industrial Manufacturing,Czech Republic
Unguka Bank,Loan,Bank,Rwanda
Unibanco,Bank,Financial Services,Brazil
Unibank,Financial Services,Bank,Azerbaijan
Unibank,Loan,Financial Services,Ghana
Unibet,Sports Betting,Online Gambling,Malta
Unicaja Banco,Financial Services,Economics Of Banking,Spain
Unicel,Telecommunications,Telecommunications,United States
Unicomer Group,Furniture,Retail,El Salvador
Unicomp,Model M Keyboard,Industrial Manufacturing,United States
Unicoop Etruria,Fast-Moving Consumer Goods,Mass-Market Retailing,Italy
Unicoop Firenze,Fast-Moving Consumer Goods,Mass-Market Retailing,Italy
Unicoop Tirreno,Fast-Moving Consumer Goods,Mass-Market Retailing,Italy
Unicredit,Financial Services,Economics Of Banking,Italy
Unicredit Bank Serbia,Retail Banking,Financial Services,Serbia
Unidata,Telecommunications Service,Telecommunications,Italy
Unieuro,Camera,Retail,Italy
Unieuro,Consumer Electronics,Mass-Market Retailing,Italy
Unieuro,Home Appliance,Mass-Market Retailing,Italy
Unieuro,Information Technology,Retail,Italy
Unieuro,Major Appliance,Retail,Italy
Unieuro,Telecommunications,Retail,Italy
Unifi,Broadband,Internet Service Provider,Malaysia
Unifi Mobile,Telephone Company,Telecommunications,Malaysia
Unifiber,Telecommunications Service,Telecommunications,Italy
Unifirst,Mat,Industrial Laundry,United States
Unifirst,Uniform,Industrial Laundry,United States
Unigene Laboratories,Peptide,Biotechnology,United States
Unilever,Cleaning Product,Perfumery,United Kingdom
Unilever,Cosmetics,Food Industry,United Kingdom
Unilever,Eating,Food Industry,United Kingdom
Unilever,Fast-Moving Consumer Goods,Food Industry,United Kingdom
Unilever,Food Product,Perfumery,United Kingdom
Unilever,Laundry Detergent,Manufacture Of Vegetable And Animal Oils And Fats,United Kingdom
Unilever,Perfumery,Perfumery,United Kingdom
Unilever (Indonesia),Food,Consumer Goods Industry,Indonesia
Union Bancaire Privée,Alternative Asset,Financial Services,Switzerland
Union Bancaire Privée,Alternative Investment,Financial Services,Switzerland
Union Bancaire Privée,Asset Management,Financial Services,Switzerland
Union Bancaire Privée,Private Banking,Financial Services,Switzerland
Union Bank,Bank,Bank,Albania
Union Bank Of India,Retail Banking,Financial Sector,India
Union Commerciale Indochinoise Et Africaine,Natural Rubber,Growing Of Other Perennial Crops,France
Union Coop,Electronics,Retail,United Arab Emirates
Union Coop,Fruit,Retail,United Arab Emirates
Union Coop,Home Appliance,Retail,United Arab Emirates
Union Coop,Organic Food,Retail,United Arab Emirates
Union Coop,Personal Care Products,Retail,United Arab Emirates
Union Coop,Vegetable,Retail,United Arab Emirates
Union Cotonnière,Denim,Textile And Clothing Industry,Belgium
Union Des Fabriques Belges De Textiles Artificiels,Rayon,Manufacture Of Man-Made Fibres,Belgium
Union Glass Company,Art Glass,Glass Production,United States
Union Tank Car Company,Hopper Car,Transport Industry,United States
Union Tank Car Company,Tank Car,Transport Industry,United States
Union Tropicale De Plantations,Natural Rubber,Growing Of Other Perennial Crops,French West Africa
Unionbank (Philippines),Commercial Bank,Financial Services,Philippines
Unionbank (Philippines),Credit Card,Financial Services,Philippines
Unionbank (Philippines),Digital Banking,Financial Services,Philippines
Unionbank (Philippines),Insurance,Financial Services,Philippines
Unionbank (Philippines),Mutual Fund,Financial Services,Philippines
Unionbank (Philippines),Private Banking,Financial Services,Philippines
Unionbank (Philippines),Retail Banking,Financial Services,Philippines
Unionpay,Payment System,Financial Services,People'S Republic Of China
Unior,Physical Tool,Industrial Manufacturing,Slovenia
Unipay,Digital Wallet,Financial Services,Georgia
Unipay,Payment Gateway,Financial Services,Georgia
Unipay,Software,Financial Services,Georgia
Uniper,Electricity,Electricity Generation,Germany
Uniprix,Drug,Retail,Canada
Uniqlo,Clothing,Fast Fashion,Japan
Uniregistry,Top-Level Domain,Internet,United Kingdom
Uniservice Unisafe Srl,Chemical Product,Chemical Industry,Italy
Uniservice Unisafe Srl,Firefighting Equipment,Firefighting Equipment,Italy
Uniservice Unisafe Srl,Gas Detector,Chemical Industry,Italy
Uniservice Unisafe Srl,Protective Device,Chemical Industry,Italy
Unisonic Products Corporation,Calculator,Video Game Industry,United States
Unisphere Networks,Network Security,Computer Hardware Industry,United States
Unisphere Networks,Networking Hardware,Computer Hardware Industry,United States
Unisys,Analytics,Data Analytics Software Industry,United States
Unisys,Artificial Intelligence,Data Analytics Software Industry,United States
Unisys,Business Process Management,Data Analytics Software Industry,United States
Unisys,Computer Security,Data Analytics Software Industry,United States
Unisys,Enterprise Computing,Data Analytics Software Industry,United States
Unisys,Infrastructure As A Service,Information And Communications Technology,United States
Unisys,Software,Consulting,United States
Unisys,System Integration,Consulting,United States
United Aircraft Corporation,Airliner,Aircraft Industry,Russia
United Australian Automobile Industries,Motor Vehicle,Automotive Industry,Australia
United Bank For Africa,Loan,Bank,Kenya
United Bank For Africa,Online Banking,Financial Sector,Nigeria
United Bank Of India,Financial Services,Financial Sector,India
United Biscuits,Biscuit,Food Processing,United Kingdom
United Bulb And Electricity Co.,Incandescent Light Bulb,Electrical Industry,Hungary
United Commercial Bank,Bank,Financial Services,United States
United Electric Car Company,Locomotive,Rail Transport,United Kingdom
United Glass Bottle Manufacturers Limited,Glass,Industrial Manufacturing,United Kingdom
United Grain Growers,Grain Trade,Crop Production,Canada
United Hardware Distributing Company,Hand Tool,Retail,United States
United Heritage Credit Union,Savings Account,Financial Services,United States
United International Bank,Bank,Financial Services,United States
"United Limmer And Vorwohle Rock Asphalt Co., Ltd.",Asphalt Concrete,Nonmetallic Minerals Industry,United Kingdom
United Natural Foods,Natural Food,Wholesale,United States
United Natural Foods,Organic Food,Food Distribution,United States
United Orient Bank,Bank,Financial Services,United States
United Rocket And Space Corporation,Rocket,Aerospace Industry,Russia
United Romanian Breweries Bereprod,Beer,Brewery,Romania
United Romanian Breweries Bereprod,Juice Beverage,Brewery,Romania
United Shipbuilding Corporation,Merchant Ship,Arms Industry,Russia
United Shipbuilding Corporation,Merchant Vessel,Shipbuilding,Russia
United Shipbuilding Corporation,Naval Ship,Arms Industry,Russia
United Shipbuilding Corporation,Submarine,Arms Industry,Russia
United Spirits Limited,Alcoholic Beverage,Beverage Industry,India
United States Postal Service,Logistics,Mail,United States
United States Rubber Company,Tire,Industrial Manufacturing,United States
United Streetcar,Tram,Public Transport,United States
United Tin Areas,Tin,Mining,United Kingdom
United Wagon Company,Freight Car,Mechanical Engineering,Russia
Unitel,Global System For Mobile Communications,Telecommunications,Angola
Unitel (Angola),3G,Landline,Luanda
Unitel (Angola),4G,Landline,Luanda
Unitel (Angola),5G,Landline,Luanda
Unitel (Angola),Edge (Telecommunication),Landline,Luanda
Unitel (Angola),Enhanced Data Rates For Gsm Evolution,Landline,Luanda
Unitel (Angola),General Packet Radio Service,Landline,Luanda
Unitel (Angola),Gprs,Landline,Luanda
Unitel (Angola),Gsm,Landline,Luanda
Unitel (Angola),Lte (Telecommunication),Landline,Luanda
Unitel (Angola),Umts,Landline,Luanda
Unitel Mongolia,Mobile Phone,Mobile Phone Industry,Mongolia
Unitree Robotics,Humanoid Robot,Robotics,People'S Republic Of China
Unitree Robotics,Robot,Robotics,People'S Republic Of China
Unitree Robotics,Robotic Dog,Robotics,People'S Republic Of China
Unitrends,Backup,Information Technology,United States
Unity Bank,Agency Banking Model,Financial Services,Nigeria
Unity Bank,Airtime,Financial Services,Nigeria
Unity Bank,Bonds,Financial Services,Nigeria
Unity Bank,Campaigns,Financial Services,Nigeria
Unity Bank,Cards,Financial Services,Nigeria
Unity Bank,Fixed Deposit,Financial Services,Nigeria
Unity Bank,Foreign Exchange Market,Financial Services,Nigeria
Unity Bank,Interbank Network,Financial Services,Nigeria
Unity Bank,Investment,Financial Services,Nigeria
Unity Bank,Loan,Financial Services,Nigeria
Unity Bank,Mobile Banking,Financial Services,Nigeria
Unity Bank,Moneygram,Financial Services,Nigeria
Unity Bank,Treasury Bill,Financial Services,Nigeria
Unity Bank,Western Union,Financial Services,Nigeria
Unity Technologies,Q63966,Media Industry,United States
Univa,Univa Grid Engine,Cloud Computing,United States
Univergas Italia,Liquefied Petroleum Gas,Gas Industry,Italy
Universal Abit,Digital Photo Frame,Computer Hardware Industry,Taiwan
Universal Audio,Audio Signal Processing,Professional Audio,United States
Universal Bank,Bank,Financial Services,United States
Universal Credit Rating Group,Credit Rating,Financial Services,China
Universal Entertainment,Pachinko,Video Game Industry,Japan
Universal Genève,Watch,Watchmaker,Switzerland
Universal Limited Art Editions,Limited Edition,Publishing Industry,United States
Universal Marine,Sailboat,Boat Building,United States
Universal Merchant Bank,Financial Services,Finance,Ghana
Universal Merchant Bank,Retail Banking,Financial Services,Ghana
Universal Music Llc,Music,Phonographic Industry,Japan
Universal Pictures Home Entertainment,Home Video,Home Video,United States
Universal Robots,Industrial Robot,Automation,Denmark
Universal Wrestling Federation,Television,Professional Wrestling,United States
University Of Calabar Press,Book,Publishing,Nigeria
University Of Lagos Press,Book,Publishing,Nigeria
University Of Michigan Credit Union,Savings Account,Financial Services,United States
University Of New Orleans Federal Credit Union,Savings Account,Financial Services,United States
University Publishing Company Ltd.,Book,Publishing,Nigeria
Univisión Communications,Digital Media,Television,United States
Univisión Communications,Empowerment,Television,United States
Univisión Communications,Film,Television,United States
Univisión Communications,Internet Television,Television,United States
Univisión Communications,Music,Television,United States
Univisión Communications,News Media,Television,United States
Univisión Communications,Radio,Television,United States
Univisión Communications,Television,Television,United States
Univé,Insurance,Insurance,Netherlands
Unleashed Software,Inventory Management Software,Software As A Service,New Zealand
Unoaerre,Gold,Jewellery,Italy
Unoaerre,Jewellery,Jewellery,Italy
Unx,Broker,Financial Services,United States
Uoriki,Fish And Shellfish,Food Service,Japan
Uoriki,Sushi,Food Service,Japan
Up International,Paragliding,Aerospace,Germany
Upc Poland,Cable Television,Cable Television,Poland
Upc Romania,Cable Television,Telecommunications,Romania
Upcodes,Computer Program,Software Industry,United States
Upland Brewing Company,Beer,Food Industry,United States
Uponor,"Heating, Ventilation, And Air Conditioning",Building Material,Finland
Upper Canada Brewing Company,Beer,Alcoholic Beverage,Canada
Upper Deck Company,Trading Card,Lithography,United States
Upsher-Smith Laboratories,Generic Drug,Pharmaceutical Industry,United States
Ural Automotive Plant,Car,Automotive Industry,Russia
Ural Locomotives,2Es10,Rail Vehicle Manufacturer,Russia
Ural Locomotives,2Es8/3Es8,Rail Vehicle Manufacturer,Russia
Ural Locomotives,Russian Railways 2Эс6,Rail Vehicle Manufacturer,Russia
Ural Locomotives,Russian Railways 2Эс7,Rail Vehicle Manufacturer,Russia
Ural Locomotives,Siemens Desiro Ml Rus Train,Rail Vehicle Manufacturer,Russia
Ural Mining And Metallurgical Company,Copper,Metal Industry,Russia
Ural Mining And Metallurgical Company,Lead,Metal Industry,Russia
Ural Mining And Metallurgical Company,Non-Ferrous Metallurgy,Metal Industry,Russia
Ural Mining And Metallurgical Company,Zinc,Metal Industry,Russia
Ural Turbine Plant,Gas Turbine,Q21652039,Russia
Ural Turbine Plant,Steam Turbine,Q21652039,Russia
Ural Works Of Civil Aviation,Civil Aviation,Aircraft Industry Of Russia,Russia
Uralkali,Potassium Chloride,Mining,Russia
Uraltransmash,Military Technology,Weapons Industry,Russia
Uralvagonzavod,Artillery,Arms Industry,Russia
Uralvagonzavod,Heavy Equipment,Arms Industry,Russia
Uralvagonzavod,Howitzer,Arms Industry,Russia
Uralvagonzavod,Main Battle Tank,Arms Industry,Russia
Uralvagonzavod,Military Vehicle,Mechanical Engineering,Russia
Uralvagonzavod,Mortar (Weapon),Arms Industry,Russia
Uralvagonzavod,Naval Artillery,Arms Industry,Russia
Uralvagonzavod,Self-Propelled Artillery,Arms Industry,Russia
Uralvagonzavod,Self-Propelled Gun,Arms Industry,Russia
Uralvagonzavod,T-14 Armata,Mechanical Engineering,Russia
Uralvagonzavod,T-34,Mechanical Engineering,Russia
Uralvagonzavod,T-72,Mechanical Engineering,Russia
Uralvagonzavod,Tank,Arms Industry,Russia
Uranium Corporation Of India,Uranium,Mining,India
Urban Outfitters,Clothing,Retail,United States
Urban Transportation Development Corporation,Locomotive,Public Transport,Canada
Urban Vision,Anime,Mass Media,United States
Urbo Bankas,Loan,Financial Services,Lithuania
Urbo Bankas,Retail Banking,Financial Services,Lithuania
Uro,Q113841452,Automotive Industry,Spain
Uro,Uro Vamtac,Automotive Industry,Spain
Ursus,Motorcycle,Automotive Industry,Poland
Ursus,Tractor,Automotive Industry,Poland
Ursus,Truck,Automotive Industry,Poland
Ursus Breweries,Beer,Brewing Industry,Romania
Urthecast,Remote Sensing,Online Service Provider,Canada
Urwego Bank,Investment,Financial Services,Rwanda
Urwego Bank,Loan,Financial Services,Rwanda
Urwego Bank,Wealth,Financial Services,Rwanda
Us Aviation,Sailplane,Aerospace Industry,United States
Us Foods,Frozen Meal,Foodservice Distributor,United States
Us Foods,Meat,Foodservice Distributor,United States
Us Foods,Produce,Foodservice Distributor,United States
Usa Broadcasting,Broadcast Television System,Terrestrial Television,United States
Usa Scientific,Multi-Well Plate,Biotechnology,United States
Usa Today Co.,Newspaper,Mass Media,United States
Usa Trains,Scale Model,Game Industry,United States
Usaa,Insurance,Financial Sector,United States
Usc,Clothing,Retail,United Kingdom
Usdtv,Digital Television,Broadcasting,United States
Useme,Freelance Marketplace,Fintech,Poland
Useme,Invoice,Fintech,Poland
Useme,Online Payment,Fintech,Poland
Useme,Website,Fintech,Poland
Userjoy Technology,Fantasia Sango,Video Game Industry,Taiwan
Userjoy Technology,Q11084118,Video Game Industry,Taiwan
Userjoy Technology,Q15944100,Video Game Industry,Taiwan
Userjoy Technology,The Legend Of Three Kingdoms,Video Game Industry,Taiwan
Usg Corporation,Gypsum,Construction Industry,United States
Ushio Publishing,Book,Publishing House,Japan
Usiminas,Steel,Steel Industry,Brazil
Usinor,Carbon Steel,Iron And Steel Industry,France
Usrobotics,Computer Network,Computer Industry,United States
Usrobotics,Modem,Computer Industry,United States
Usrobotics,Software,Computer Industry,United States
Usrobotics,Voice Over Ip,Computer Industry,United States
Ustwo,Monument Valley,Software Development,United Kingdom
Usu Charter Credit Union,Savings Account,Financial Services,United States
Ut Bank,Loan,Financial Services,Ghana
Uterqüe,Clothing,Retail,Spain
Utex Fashion Group,Outerwear,Clothing Industry,Canada
Uv Creations,Film,Entertainment,India
Uv Creations,Film Distributor,Entertainment,India
Uw Credit Union,Savings Account,Financial Services,United States
Uzauto Motors,Car,Automotive Industry,Uzbekistan
Uzbekneftegaz,Petroleum,Petroleum Industry,Uzbekistan
V&R Planning,Pornographic Film,Pornography Industry,Japan
V-Gen,Memory Card,Recording Medium,Indonesia
V-Gen,Portable Media Player,Recording Medium,Indonesia
V-Gen,Power Bank,Recording Medium,Indonesia
V-Gen,Usb Flash Drive,Recording Medium,Indonesia
V-Stol Aircraft Corporation,Homebuilt Aircraft,Aerospace Industry,United States
V. La Rosa And Sons Macaroni Company,Pasta,Food Industry,United States
V.I.M.,Clothing,Retail,United States
Vaalco Energy,Petroleum,Petroleum Industry,United States
Vaarhaft,Application Programming Interface,Deep Learning,Germany
Vaarhaft,Software,Deep Learning,Germany
Vaasan Puuvilla Osakeyhtiö,Plastic Pipe,Textile Industry,Finland
Vacheron Constantin,Wristwatch,Wristwatch,Switzerland
Vacon,Variable-Frequency Drive,Industrial Manufacturing,Finland
Vacuum Oil,Gasoline,Extraction Of Petroleum,United States
Vagn- & Maskinfabriksaktiebolaget I Falun,Rolling Stock,Economic Production,Sweden
Vaio,Personal Computer,Computer Industry,Japan
Vakıfbank,Financial Services,Financial Services,Turkey
Valco,Headphone,Electronics Industry,Finland
Valco,Loudspeaker,Electronics Industry,Finland
Vale Canada Limited,Nickel,Mining,Canada
Vale Fertilizantes,Fertilizer,Agriculture,Brazil
"Vale Music Spain, S.L.",Compact Disc,Music Industry,Spain
Valentine,Fast Food,Restaurant,Canada
Valentino,Clothing,Wholesale Trade (Business-To-Business) Of Clothing And Footwear,Italy
Valentino Beauty,Cosmetics,Cosmetics Industry,France
Valentino Beauty,Home Fragrance,Perfumery,France
Valentino Beauty,Perfume,Perfumery,France
Valero Energy,Fuel,Petroleum Industry,United States
Valhalla Game Studios,Software,Interactive Media,Japan
Valid,Smart Card,Technology,Brazil
Valio,Dairy Product,Dairy,Finland
Valjaonica Bakra Sevojno,Copper,Non-Ferrous Metal,Serbia
Valley Apparel L.L.C.,Clothing,Clothing Industry,United States
Valley National Bank Of Arizona,Financial Services,Bank,United States
Valley-Dynamo,Sports Equipment,Industrial Manufacturing,United States
Valmet,Duty Locomotive,Metal Industry,Finland
Valmet,Locomotive,Shipbuilding,Finland
Valmet,Rolling Stock,Metal Industry,Finland
Valpadana,Tractor,Automotive Industry,Italy
Valpak,Coupon,Direct Marketing,United States
Valtion Lentokonetehdas,Airplane,Aircraft Industry,Finland
Valtra,Combine Harvester,Agricultural Machinery,Finland
Valtra,Seed Drill,Agricultural Machinery,Finland
Valtra,Sprayer,Agricultural Machinery,Finland
Valtra,Sugarcane Harvester,Agricultural Machinery,Finland
Valtra,Tractor,Agricultural Machinery,Finland
Valtur,Holiday Village,Tourism,Italy
Value City Department Store,Clothing,Retail,United States
Van Den Bergh'S En Jurgen'S Fabrieken N.V.,Margarine,Manufacture Of Margarine And Similar Edible Fats,Netherlands
"Van Den Berghs And Jurgens, Ltd.",Margarine,Manufacture Of Margarine And Similar Edible Fats,United Kingdom
Van Der Schueren,Jenever,Alcohol Industry,Belgium
Van Doorselaer,Shoe,Footwear Industry,Belgium
Van Heusen,Shirt,Clothing Industry,United States
Van Hoytema & Co.,Glassware,Glass Production,Netherlands
Van Hoytema & Co.,Jenever,Glass Production,Netherlands
Van Oord,Palm Islands,Dredging,Netherlands
Van Oord,The World,Dredging,Netherlands
Van Schaick And Company,Investment Bank,Investment,United States
Van Wagoner,Car,Automotive Industry,United States
Van'S Aircraft,Homebuilt Aircraft,Aerospace Industry,United States
Vandermarliere Cigar Family,Cigar,Cigar Industry,Belgium
Vandestreek,Beer,Brewing Industry,Netherlands
Vandestreek,Playground,Brewing Industry,Netherlands
Vandestreek,Q133447760,Brewing Industry,Netherlands
Vandestreek,Q133859554,Brewing Industry,Netherlands
Vandestreek,Q133869158,Brewing Industry,Netherlands
Vandestreek,Q134547991,Brewing Industry,Netherlands
Vandestreek,Q137479867,Brewing Industry,Netherlands
Vandestreek,Q137661087,Brewing Industry,Netherlands
Vandestreek,Q138585990,Brewing Industry,Netherlands
Vandestreek,Q138586476,Brewing Industry,Netherlands
Vandestreek,Q138586767,Brewing Industry,Netherlands
Vandestreek,Turf 'N Surf,Brewing Industry,Netherlands
Vandommele,Shoe,Footwear Industry,Belgium
Vanilia,Clothing,Clothing Industry,Netherlands
Vanmoof,Bicycle,Bicycle Industry,Netherlands
Vanmoof,Electric Bicycle,Bicycle Industry,Netherlands
Vanmoof,Vanmoof Electrified S2,Bicycle Industry,Netherlands
Vanmoof,Vanmoof Electrified X2,Bicycle Industry,Netherlands
Vanmoof,Vanmoof S3,Bicycle Industry,Netherlands
Vanmoof,Vanmoof Smart S,Bicycle Industry,Netherlands
Vanmoof,Vanmoof Smart X,Bicycle Industry,Netherlands
Vanmoof,Vanmoof X3,Bicycle Industry,Netherlands
Vantage Publishers Ltd.,Book,Publishing,Nigeria
Vantage Towers,Telecommunications,Telecommunications Industry,Germany
Vantage Towers,Telecommunications Infrastructure,Telecommunications,Germany
Vapiano,Pizza,Fast Food,Germany
Varda Space Industries,Reentry Capsule,Space Industry,United States
Vari-Prop,Aircraft Propeller,Aerospace Industry,United States
Varian Medical Systems,Medical Device,Health Technology,United States
Varjo Technologies,Varjo Aero,Electronics Industry,Finland
Varney Scale Models,Scale Model,Game Industry,United States
Varo Bank,Retail Banking,Financial Services,United States
Varsity Brands,Athletic Shoe,Cheerleading,United States
Varsity Brands,Class Ring,Cheerleading,United States
Varsity Brands,Jewellery,Cheerleading,United States
Varsity Brands,Sneakers,Cheerleading,United States
Varsity Brands,Yearbook,Cheerleading,United States
Varta Ag,Battery,Chemical Industry,Germany
Varziner Papierfabrik,Banknote,Paper And Publishing Industry,German Reich
Varziner Papierfabrik,Mechanical Pulp,Papermaking,German Reich
Vattenfall,Electricity Generation,Energy And Water Industries,Sweden
Vattenfall United Kingdom,Electric Power,Energy Sector,United Kingdom
Vaughn Hockey,Ice Hockey,Sports Equipment,United States
Vaxell,Aircraft Engine,Aerospace,Poland
Vazkez Music,Music,Music,Mexico
Vdk Bank,Asset Management,Bank,Belgium
Vdk Bank,Credit,Bank,Belgium
Vdk Bank,Insurance,Bank,Belgium
Veb Robotron,A 5120,Software Industry,German Democratic Republic
Veb Robotron,Pc 1715,Electronics Industry,East Germany
Veb Robotron,Robotron K 1840,Electronics Industry,East Germany
Veb Robotron,Robotron Kc 87,Electronics Industry,East Germany
Veba,Electric Power,Mining Of Hard Coal,Germany
Vector,Networking Hardware,Electronics,Poland
Vector Motors,Car,Automotive Industry,United States
Vectorridge Systems,Enterprise Resource Planning,Management Consulting Industry,Canada
Vectorridge Systems,Q122189505,Management Consulting Industry,Canada
Vectra Ai,Computer Insecurity,Computer Insecurity,United States
Vectra Ai,Computer Security,Computer Insecurity,United States
Vedanta Limited,Zinc,Mining,India
Vedanta Resources,Copper,Petroleum Industry,United Kingdom
Vedi Alco Winery,Alcoholic Beverage,Beverage Industry,Armenia
Veen,Bottled Water,Drink Industry,Finland
Veen,Drink Mixer,Drink Industry,Finland
Veen,Enhanced Water,Drink Industry,Finland
Veen,Juice,Drink Industry,Finland
Vef,Minox,Electronics,Latvia
Vega Carburanti,Motor Fuel,Petroleum Industry,Italy
Vega Carburanti,Motor Oil,Petroleum Industry,Italy
Vehicle Production Group,Vehicle Production Group,Automotive Industry,United States
Vehículos Automotores Mexicanos,Car,Automotive Industry,Mexico
"Vehículos Industriales Y Agrícolas, S.A",Truck,Automotive Industry,Spain
Velcro,Hook And Loop Fastener,Industrial Manufacturing,Switzerland
Velodyne Lidar,Lidar,Advanced Driver-Assistance System,United States
Veloguardian,Dns Sinkhole,Computer Security,Estonia
Veloguardian,Firewall,Computer Security,Estonia
Veloguardian,Virtual Private Network,Computer Security,Estonia
Velometro Mobility,Electric Bicycle,Transport,Canada
Velux,Roof Window,Construction Materials Industry,Denmark
Vem Aktienbank,Mergers And Acquisitions,Investment Bank,Germany
Vencer,Car,Automotive Industry,Netherlands
Venchi,Chocolate,Food Industry,Italy
Venchi,Ice Cream,Food Industry,Italy
Ventus,Wireless Communication,Telecommunications,United States
Venus Fashion,Clothing,Retail,United States
Veon,Telephony,Telecommunications,Netherlands
Verastem Oncology,Copiktra,Pharmaceutical Industry,United States
Verastem Oncology,Duvelisib,Pharmaceutical Industry,United States
Verbatim,Data Storage Medium,Electronics Industry,United States
Verbatim,Flash Memory,Electronics Industry,United States
Verbund,Electricity Generation,Energy Supply,Austria
Verdura,Jewelry,Jewelry,United States
Vereenigde Nederlandsche Rubberfabrieken Hevea N.V.,Rubber,Plastics And Rubber Industry,Netherlands
Vereinigte Jute-Spinnereien Und Webereien,Gunny Sack,Preparation And Spinning Of Textile Fibres,Germany
Vereinigte Korkindustrie Ag,Cork,Wood Economy,German Reich
Vereinigte Stralsunder Spielkartenfabrik Ag Abt. Altenburg Vormals Schneider & Co.,Playing Card,Game Industry,German Reich
Vereinigte Stralsunder Spielkartenfabriken Ag,Playing Card,Game Industry,German Reich
Verenium Corporation,Enzyme,Industrial Sector,United States
Veridapt,Computer Hardware,Software Industry,Australia
Veridapt,Measuring Instrument,Software Industry,Australia
Veridapt,Software,Software Industry,Australia
Verifone,Payment Terminal,Electronics,United States
Verisign,Software,Internet,United States
Veritas,School Book,Publishing House,Austria
Verizon California,Telephone,Telecommunications,United States
Verizon Pennsylvania,Plain Old Telephone Service,Telecommunications,United States
Verizon South,Telephone,Telecommunications,United States
Verkkokauppa.Com,Consumer Electronics,Retail,Finland
Vermont Housing Finance Agency,Affordable Housing,Affordable Housing,United States
Vermont Teddy Bear Company,Teddy Bear,Industrial Manufacturing,United States
Vernalis Research,Medication,Pharmaceutical Industry,United Kingdom
Vernee,Smartphone,Consumer Electronics Industry,People'S Republic Of China
Verner Motor,Aircraft Engine,Aerospace,Czech Republic
Versace,Designer Clothing,Fashion,Italy
Versailles Group,Trade Finance,Financial Services,United Kingdom
Vertex Pharmaceuticals,Medication,Pharmaceutical Industry,United States
Verti Insurance,Insurance,Insurance Industry,Spain
Verti Insurance,Vehicle Insurance,Insurance Industry,Spain
Vertica,Vertica Analytics Platform,Enterprise Software,United States
Vertical Communications,Business Telephone System,Telecommunications,United States
Vertical Consultants,Cell Tower Ai,Real Estate Development,United States
Vertiv,It Infrastructure,Electrical Industry,United States
Vertiv,Power Management,Industrial Manufacturing,United States
Vertiv,Thermal Management Of Electronic Devices And Systems,Industrial Manufacturing,United States
Vertu,Mobile Phone,Retail,United Kingdom
Verus Pharmaceuticals,Epinephrine,Pharmaceutical Industry,United States
Verve International,Debit Card,Financial Services,Nigeria
Vestax,Dj Controller,Consumer Electronics Industry,Japan
Vestax,Dj Mixer,Consumer Electronics Industry,Japan
Vestax,Electric Guitar,Consumer Electronics Industry,Japan
Vestax,Multitrack Recorder,Consumer Electronics Industry,Japan
Vestel,Consumer Electronics,Home Appliance,Turkey
Vestergaard,Lifestraw,Public Health,Switzerland
